Water System No.,Water System Name,Type,Distribution System Class,Max Treatment Plant Class,Principal County Served,Primary Source Water Type,Lat,Long,project_water
CA5403032,MONROVIA NURSERY - NURSERY,NTNC,D1,TD,TULARE  ,GW,,,Neither 
CA5403039,TEAPOT DOME WATER CO,NC,NR,T2,TULARE  ,GW,,,Neither 
CA5403041,FAMILY TREE FARMS,NTNC,D1,T2,TULARE  ,GW,,,Neither 
CA5403042,CALIFORNIA DAIRIES INC TIPTON,NTNC,D1,TD,TULARE  ,GW,,,Neither 
CA5403043,YETTEM WATER SYSTEM,C,D1,T2,TULARE  ,GW,,,Neither 
CA5403047,CASILLAS WATER SYSTEM,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403048,JDH,NTNC,D1,T2,TULARE  ,GW,,,Neither 
CA5403050,TULARE COUNTY HAULING,NTNC,D1,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403051,FRIENDS RV PARK,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403053,NS MINI MART,NC,NR,T2,TULARE  ,GW,,,Neither 
CA5403055,MONROVIA NURSERY - OFFICE,NTNC,D1,TD,TULARE  ,GW,,,Neither 
CA5403061,RIVER VIEW RESTAURANT,NC,D1,T2,TULARE  ,SW,n/a,n/a,Neither 
CA5403062,COMFORT INN & SUITES,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403072,MOUNTAIN AIRE MUTUAL WATER COMPANY,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403073,SLATE MOUNTAIN HOA,NC,NR,T2,TULARE  ,SW,n/a,n/a,Neither 
CA5403074,LACTALIS HERITAGE DAIRY,NTNC,D1,TD,TULARE  ,GW,,,Neither 
CA5403080,LEGACY PACKING AND COLD STORAGE,NTNC,D1,T1,TULARE  ,GW,,,Neither 
CA5403081,"PETERS FRUIT FARMS, INC",NTNC,D1,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403082,GIUMARRA BROS FRUIT CO,NC,NR,TD,TULARE  ,GW,,,Neither 
CA5403083,KING FRESH PACKING & COOLING,NTNC,D1,TD,TULARE  ,GW,,,Neither 
CA5403084,FAIRWAY MUTUAL WATER CO,C,D1,TD,TULARE  ,GW,,,Neither 
CA5403088,KENNEDY MEADOWS GENERAL STORE,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403089,GRUMPY BEARS RETREAT,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403090,GAS N GRAB,NC,D1,T2,TULARE  ,GW,,,Neither 
CA5403102,FAMILY TREE FARMS-TRAVER,NC,D1,T1,TULARE  ,GW,,,Neither 
CA5403105,THE BARN,NC,D1,T2,TULARE  ,GW,,,Neither 
CA5403106,CALIFORNIA CITRUS ASSOCIATION,NTNC,D1,T2,TULARE  ,GW,,,Neither 
CA5403109,RMRC-UPPER COFFEE CAMP DAY USE,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403110,SIERRA MUTUAL WATER COMPANY,C,D1,T2,TULARE  ,GW,,,Neither 
CA5403113,SOUTH FORK ESTATES MUTUAL WATER CO,C,D1,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403114,FOSTER FARMS TRAVER FEEDMILL,NTNC,D1,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403116,CORRAL CREEK RESORT,NC,NR,TD,TULARE  ,GW,,,Neither 
CA5403118,SAPUTO DAIRY FOOD USA,NTNC,D1,TD,TULARE  ,GW,,,Neither 
CA5403119,"VENTURA COASTAL, LLC - TIPTON DIVISION",NTNC,D1,T1,TULARE  ,GW,,,Neither 
CA5403120,PANADERIA LA CABANA,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403121,INTERNATIONAL PAPER - EXETER BULK,NTNC,D1,TD,TULARE  ,GW,,,Neither 
CA5403122,GRIFFIN FOOD AND GAS,NC,NR,T2,TULARE  ,GW,,,Neither 
CA5403126,FAMILY EDUCATION CENTER,NTNC,D1,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403127,MONROVIA NURSERY - VENICE HILLS,NTNC,D1,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403130,ELEANOR ROOSEVELT COMM LEARNING CTR,NTNC,D1,TD,TULARE  ,GW,,,Neither 
CA5403131,SUNNY ACRES PRESCHOOL,NTNC,D1,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403132,CALGREN RENEWABLE FUELS,NTNC,D1,T2,TULARE  ,GW,,,Neither 
CA5403135,HARTLAND WATER COMPANY,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403137,USACE-SLICK ROCK DAY USE,NC,D1,TD,TULARE  ,GW,,,Neither 
CA5403138,"BRANDT FARMS, INC",NTNC,D1,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403139,TREEHOUSE CALIFORNIA ALMONDS LLC,NTNC,D1,TD,TULARE  ,GW,,,Neither 
CA5403140,MONARCH NUT COMPANY,NTNC,D1,TD,TULARE  ,GW,,,Neither 
CA5403141,HELLWIG PRODUCTS COMPANY INC,NTNC,D1,TD,TULARE  ,GW,,,Neither 
CA5403144,ALI MUTUAL WATER CO,C,D1,TD,TULARE  ,GW,,,Neither 
CA5403145,JIREH PACKING GROUP - CUTLER,NTNC,D1,T2,TULARE  ,GW,,,Neither 
CA5403146,LIBERTY ELEMENTARY SCHOOL,NTNC,D1,TD,TULARE  ,GW,,,Neither 
CA5403147,EXETER KINGDOM HALL,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403148,COURAGE TO CHANGE,NTNC,D1,TD,TULARE  ,GW,,,Neither 
CA5403150,HARI'S MARKET,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403151,ARCO AM PM - PIXLEY,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403152,MOUNTAIN VIEW COLD STORAGE,NTNC,D1,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403153,CIRCLE J - NORRIS RANCH,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403154,"WILLITTS EQUIPMENT COMPANY, INC.",NTNC,D1,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403159,MANNY WATER SYSTEM,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403200,OL' BUCKAROO,NC,NR,T2,TULARE  ,SW,n/a,n/a,Neither 
CA5403201,WIEBE FARMS,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403204,FOUR STAR FRUIT,NTNC,D1,T2,TULARE  ,GW,,,Neither 
CA5403205,PENA'S DISPOSAL SERVICES,NTNC,D1,T1,TULARE  ,GW,,,Neither 
CA5403207,SUN VALLEY PACKING,NC,D1,TD,TULARE  ,GW,,,Neither 
CA5403208,SOULTS PUMP & EQUIPMENT COMPANY,NTNC,D1,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403211,BOOTH RANCHES LLC,NTNC,D1,T2,TULARE  ,GW,,,Neither 
CA5403213,TEEN CHALLENGE,C,D1,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403214,THREE RIVERS HISTORICAL MUSEUM,NC,D1,TD,TULARE  ,GW,,,Neither 
CA5403215,"FRESH SELECT, LLC",NTNC,D1,T2,TULARE  ,GW,,,Neither 
CA5403217,OKIEVILLE HIGHLAND ACRES MWC,C,D1,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403218,QUESADILLA GORILLA,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403219,CHEVRON LINDSAY,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403220,VISION CALVARY CHAPEL,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5403221,STRATHMORE MINIMART,NC,NR,T2,TULARE  ,GW,,,Neither 
CA5403222,LOS ARBOLITOS RESTAURANT,NC,NR,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5410001,CUTLER PUD,C,D3,TD,TULARE  ,GW,,,Neither 
CA5410002,"DINUBA, CITY OF",C,D3,TD,TULARE  ,GW,,,Neither 
CA5410003,"EXETER, CITY OF",C,D3,TD,TULARE  ,GW,,,Neither 
CA5410004,"FARMERSVILLE, CITY OF",C,D3,TD,TULARE  ,GW,,,Neither 
CA5410006,"LINDSAY, CITY OF",C,D3,T3,TULARE  ,SW,36.20817584,-119.0895617,CVP
CA5410007,LSID - TONYVILLE,C,D1,T2,TULARE  ,SW,36.24799481,-119.0902674,CVP
CA5410008,OROSI PUBLIC UTILITY DISTRICT,C,D2,TD,TULARE  ,GW,,,Neither 
CA5410009,PIXLEY PUBLIC UTIL DIST,C,D2,Operator is not required,TULARE  ,GW,,,Neither 
CA5410010,"PORTERVILLE, CITY OF",C,D5,TD,TULARE  ,GW,,,Neither 
CA5410011,SPRINGVILLE PUD,C,D2,T2,TULARE  ,SW,n/a,n/a,Neither 
CA5410012,STRATHMORE PUBLIC UTIL DIST,C,D2,T3,TULARE  ,SW,36.14666793,-119.0646682,CVP
CA5410014,TIPTON COMMUNITY SERVICES DIST,C,D2,TD,TULARE  ,GW,,,Neither 
CA5410015,"TULARE, CITY OF",C,D4,T2,TULARE  ,GW,,,Neither 
CA5410016,CWS - VISALIA,C,D4,T2,TULARE  ,GW,,,Neither 
CA5410017,LONDON COMMUNITY SERV DIST,C,D2,Operator is not required,TULARE  ,GW,,,Neither 
CA5410019,IVANHOE PUBLIC UTILITY DIST,C,D2,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5410020,"WOODLAKE, CITY OF",C,D2,T2,TULARE  ,GW,,,Neither 
CA5410021,EARLIMART PUD,C,D2,TD,TULARE  ,GW,,,Neither 
CA5410022,CAMP NELSON WATER COMPANY,C,D1,T2,TULARE  ,SW,n/a,n/a,Neither 
CA5410024,RICHGROVE COMMUNITY SERVICES DISTRICT,C,D2,T2,TULARE  ,GW,,,Neither 
CA5410025,WOODVILLE PUBLIC UTILITY DIST,C,D2,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5410026,POPLAR COMM SERVICE DIST,C,D2,TD,TULARE  ,GW,,,Neither 
CA5410034,DEL ORO CALIFORNIA PINES DISTRICT,C,D1,TD,TULARE  ,GW,,,Neither 
CA5410036,LSID-STRATHMORE SYSTEM,C,D1,There are no treatment plants,TULARE  ,SWP,36.14189813,-119.0509654,CVP
CA5410038,TERRA BELLA IRRIGATION DISTRICT - TBT,C,D3,T3,TULARE  ,SW,35.95236996,-119.002918,CVP
CA5410039,PLAINVIEW MUTUAL WATER COMPANY,C,D1,Operator is not required,TULARE  ,GW,,,Neither 
CA5410041,CWS - TULCO WATER COMPANY,C,D1,T3,TULARE  ,GW,,,Neither 
CA5410048,PORTERVILLE-JONES CORNER,C,D1,TD,TULARE  ,GW,,,Neither 
CA5410050,ALPAUGH COMMUNITY SERVICES DISTRICT,C,D2,T3,TULARE  ,GW,,,Neither 
CA5410503,NPS-WOLVERTON,C,D2,T2,TULARE  ,SW,n/a,n/a,Neither 
CA5410510,NPS-BUCKEYE FLAT,NC,D1,TD,TULARE  ,GW,,,Neither 
CA5410511,NPS-HOSPITAL ROCK,NC,D1,TD,TULARE  ,GW,,,Neither 
CA5410512,NPS-POTWISHA,NC,D1,TD,TULARE  ,GW,,,Neither 
CA5410513,NPS-ASH MOUNTAIN,C,D2,T2,TULARE  ,GU,,,Neither 
CA5410515,NPS-ATWELL MILL,NC,D1,T2,TULARE  ,SW,n/a,n/a,Neither 
CA5410517,NPS-COLD SPRINGS,NC,D1,TD,TULARE  ,GW,,,Neither 
CA5410519,NPS-DORST CG,NC,D1,T2,TULARE  ,SW,n/a,n/a,Neither 
CA5410520,NPS-PINEWOOD WATER SYSTEM,NC,D1,TD,TULARE  ,GW,,,Neither 
CA5410800,CAL FIRE - MOUNTAIN HOME CNSRVTN CAMP,C,D1,There are no treatment plants,TULARE  ,GW,,,Neither 
CA5410801,PORTERVILLE DEVELOPMENTAL CENTER,C,D2,T2,TULARE  ,GW,,,Neither 
CA5490001,CITY OF EXETER WASTEWATER PLANT,NP,,There are no treatment plants,TULARE  ,,n/a,n/a,Neither 
CA5490002,SPRINGVILLE PUD,NP,,There are no treatment plants,TULARE  ,,n/a,n/a,Neither 
CA5490003,CITY OF VISALIA,NP,,There are no treatment plants,TULARE  ,,n/a,n/a,Neither 
CA5490004,CUTLER - OROSI JOINT POWERS AUTHORITY,NP,,There are no treatment plants,TULARE  ,,n/a,n/a,Neither 
CA5490005,CITY OF PORTERVILLE,NP,,There are no treatment plants,TULARE  ,,n/a,n/a,Neither 
CA5490006,POPLAR CSD,NP,,There are no treatment plants,TULARE  ,,n/a,n/a,Neither 
CA5490007,IVANHOE PUD,NP,,There are no treatment plants,TULARE  ,,n/a,n/a,Neither 
CA5490008,EARLIMART PUD,NP,,There are no treatment plants,TULARE  ,,n/a,n/a,Neither 
CA5490009,TIPTON COMMUNITY SERVICES DIST - RECLAMA,NP,,There are no treatment plants,TULARE  ,,n/a,n/a,Neither 
CA5490010,CITY OF TULARE,NP,,There are no treatment plants,TULARE  ,,n/a,n/a,Neither 
CA5490011,PIXLEY PUD,NP,,There are no treatment plants,TULARE  ,,n/a,n/a,Neither 
CA5490012,CITY OF WOODLAKE,NP,,There are no treatment plants,TULARE  ,,n/a,n/a,Neither 
CA5490013,STRATHMORE PUBLIC UTILITY DISTRICT,NP,,There are no treatment plants,TULARE  ,,n/a,n/a,Neither 
CA5490015,CITY OF DINUBA - RECLAMATION OF WW,NP,,There are no treatment plants,TULARE  ,,n/a,n/a,Neither 
CA5490016,TERRA BELLA SEWER MAINTENANCE DISTRICTFR,NP,,There are no treatment plants,TULARE  ,,n/a,n/a,Neither 
CA5490017,RIVER ISLAND EAST,NP,,There are no treatment plants,TULARE  ,,n/a,n/a,Neither 
,,,,,,,,,Neither 
CA2000048,YOSEMITE BIBLE CAMP,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000195,HIDDEN VIEW  HENSLEY LAKE,NC,D1,T2,MADERA  ,SW,n/a,n/a,Neither 
CA2000202,YOSEMITE LAKES COMMUNITY CHURCH,NTNC,D1,TD,MADERA  ,GW,,,Neither 
CA2000206,ETAA FACILITIES LLC,NTNC,D1,TD,MADERA  ,GW,,,Neither 
CA2000220,MADERA RANCHOS ASSEMBLY OF GOD,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000245,RIO MESA GOLF INC,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000251,FORKS RESORT,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000259,QUICK SERVE CHEVRON,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000260,COARSEGOLD SELF SERVE,NC,NR,TD,MADERA  ,GW,,,Neither 
CA2000275,VALLEY CHILDREN'S HOSPITAL,NTNC,D1,TD,MADERA  ,GW,,,Neither 
CA2000286,SPECIALTY CROP CO,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000293,MD 46 AHWAHNEE RESORTS,C,D1,T1,MADERA  ,GW,,,Neither 
CA2000294,FAMILY FOOD CENTER,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000315,MADERA DISTRICT FAIR,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000320,DRAGONFLY GOLF COURSE/WATER,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000352,MADERA IRRIGATION DISTRICT,NTNC,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000370,TOM PISTACHIO WATER SYSTEM,NTNC,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000379,PUMICE FLATS CAMPGROUND,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000380,AGNEW MEADOWS CAMPGROUND,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000382,REDS MEADOW RESORT,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000384,FAIRMEAD LANDFILL,NTNC,D1,TD,MADERA  ,GW,,,Neither 
CA2000501,BASS LAKE ANNEX 3,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000502,BASS LAKE HEIGHTS MUTUAL WATER,C,D1,T2,MADERA  ,GW,,,Neither 
CA2000503,BATTERSON WORK CENTER (WATER),NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000505,LUPINE BASS LAKE,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000506,SIERRA LINDA MUTUAL WATER CO,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000507,CALBEE AMERICA INCORPORATED,NTNC,D1,TD,MADERA  ,GW,,,Neither 
CA2000508,CALVIN CREST CONFERENCE CENTER,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000509,CASCADEL MUTUAL WATER SYSTEM,C,D1,T1,MADERA  ,GW,,,Neither 
CA2000511,MD 85 VALETA,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000512,EAST ACRES MUTUAL WATER COMPANY,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000517,CENTRAL CAMP WATER COMPANY,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000521,BROADVIEW TERRACE MUTUAL WATER COMPANY,C,D1,There are no treatment plants,MADERA  ,GWP,,,Neither 
CA2000524,SKY ACRES MUTUAL WATER CORP,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000526,PIKE RANCH MUTUAL WATER CO,C,D1,T1,MADERA  ,GW,,,Neither 
CA2000527,YOSEMITE FORKS EST MUTUAL,C,D1,TD,MADERA  ,GW,,,Neither 
CA2000529,BONADELLE RANCHOS NO. 2  MUTUAL WATER CO,C,D2,TD,MADERA  ,GW,,,Neither 
CA2000530,CRASS MUTUAL WATER COMPANY,C,D1,TD,MADERA  ,GW,,,Neither 
CA2000531,RANCHO MARKET,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000533,SUGAR PINE HOMEOWNERS ASSOC,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000534,LEISURE ACRES MUTUAL WATER COMPANY,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000535,BEASORE MUTUAL WATER CO.,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000536,HIGH SIERRA MEADOW MUTUAL WATER,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000537,AHWAHNEE QUIK MART,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000538,CEDAR VALLEY MUTUAL WATER CO,C,D1,TD,MADERA  ,GW,,,Neither 
CA2000542,MADERA CO SA02-WISHON COVE,NC,D1,T2,MADERA  ,SW,n/a,n/a,Neither 
CA2000544,MADERA CO MD1-HIDDEN LAKE ESTATES,C,D1,T2,MADERA  ,SW,37.05061733,-119.6512028,CVP
CA2000545,STUDIOS 6 SUITES,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000547,CASA GRANDE MOTEL,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000548,MILLER'S LANDING RESORT,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000549,MD 05 MOUNTAIN RANCHES,C,D1,T1,MADERA  ,GW,,,Neither 
CA2000550,MD 06 LAKE SHORE PARK,NC,D1,TD,MADERA  ,GW,,,Neither 
CA2000551,MD 07 MARINA VIEW HEIGHTS,C,D1,T1,MADERA  ,GW,,,Neither 
CA2000552,MD 24 TEAFORD MEADOW LAKES,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000553,MD 28 RIPPERDAN SELF HELP,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000554,MD 33 FAIRMEAD,C,D1,TD,MADERA  ,GW,,,Neither 
CA2000556,CEDAR SPRING RETREAT CENTER,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000557,MD 43 MIAMI CREEK KNOLLS,C,D1,TD,MADERA  ,GW,,,Neither 
CA2000558,COARSEGOLD MARKET,NTNC,D1,TD,MADERA  ,GW,,,Neither 
CA2000560,CAMP SUGAR PINE,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000561,MD 08 NORTH FORK WATER SYSTEM,C,D1,TD,MADERA  ,GW,,,Neither 
CA2000562,SKYLAKE YOSEMITE CAMP,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000563,EMERALD COVE CAMP,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000564,CAMP KREM YOSEMITE,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000568,QUEEN'S INN BY THE RIVER,NC,NR,T1,MADERA  ,GW,,,Neither 
CA2000571,SNOWLINE,NC,NR,TD,MADERA  ,GW,,,Neither 
CA2000573,THE VILLAGE,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000577,EL CID MEXICAN CUISINE,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000581,COARSEGOLD INN,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000587,YOSEMITE RV RESORT,NC,NR,TD,MADERA  ,GW,,,Neither 
CA2000589,MAMMOTH POOL MOBILE HOME PARK,C,D1,TD,MADERA  ,GW,,,Neither 
CA2000592,TWO TWENTY FOUR MOBILE HOME PK,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000593,OAKHURST MOBILE HOME ESTATES,C,D1,T1,MADERA  ,GW,,,Neither 
CA2000594,CANTINA WATER SYSTEM,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000595,MADERA MH & RV PARK,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000597,DAIRYLAND SCHOOL,NTNC,D1,TD,MADERA  ,GW,,,Neither 
CA2000598,ALVIEW SCHOOL,NTNC,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000600,HOWARD ELEMENTARY SCHOOL,NTNC,D1,T1,MADERA  ,GW,,,Neither 
CA2000601,LA VINA SCHOOL,NTNC,D1,TD,MADERA  ,GW,,,Neither 
CA2000602,RIPPERDAN COMMUNITY DAY SCHOOL,NTNC,D1,TD,MADERA  ,GW,,,Neither 
CA2000605,WHISPERING PINES MHP,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000607,SPRING VALLEY SCHOOL,NTNC,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000608,WILDWOOD MOBILE HOME PK INC,C,D1,T4,MADERA  ,GW,,,Neither 
CA2000609,RED TOP MARKET,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000611,COARSEGOLD SCHOOL,NTNC,D1,T1,MADERA  ,GW,,,Neither 
CA2000612,NORTH FORK ELEMENTARY SCHOOL,NTNC,D1,T1,MADERA  ,GW,,,Neither 
CA2000616,WASUMA SCHOOL,NTNC,D1,TD,MADERA  ,GW,,,Neither 
CA2000618,EASTMAN LAKE HEADQUARTERS,NC,NR,TD,MADERA  ,GW,,,Neither 
CA2000619,COLD SPRING GRANITE CO RAYMOND,NTNC,D1,T1,MADERA  ,GW,,,Neither 
CA2000627,BLACK HAWK LODGE,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000629,KANE RANCH WATER ASSOCIATION,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000636,SIERRA SKY RANCH WATER SYSTEM,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000637,MAEEN K YAHYA,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000641,ALMADEN - MADERA,NTNC,D1,TD,MADERA  ,GW,,,Neither 
CA2000647,JOHN HOVANNISIAN WATER SYSTEM,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000653,VICTOR PACKING,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000655,BALTIMORE AIRCOIIL COMPANY,NTNC,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000659,CBUSO MISSION BELL,NTNC,D1,T1,MADERA  ,GW,,,Neither 
CA2000660,"ARDAGH GLASS, INC",NTNC,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000670,PG&E AG WISHON POWERHOUSE,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000672,US HORTICULTURE LLC,NTNC,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000681,CERTAINTEED LLC,NTNC,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000682,AZTECA MILLING LP VALLEY GRAIN,NTNC,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000684,OAKSTONE LLC,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000688,ECCO,C,D1,T2,MADERA  ,GW,,,Neither 
CA2000690,MD 73 QUARTZ MOUNTAIN,C,D1,T1,MADERA  ,GW,,,Neither 
CA2000692,MD 95 RANCHOS WEST,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000695,MADERA COMMUNITY COLLEGE,NTNC,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000716,BASS FORK STAR,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000724,SA 14 CHUK CHANSE SUBDIVISION,C,D1,TD,MADERA  ,GW,,,Neither 
CA2000727,MD 36 EASTIN ARCOLA,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000728,MD 37 LA VINA,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000729,MADERA CO SA16 SUMNER HILL,C,D1,T2,MADERA  ,SW,36.95311194,-119.7514629,CVP
CA2000733,PG&E OAKHURST SERVICE CENTER,NTNC,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000737,MD 42 STILL MEADOW,C,D1,TD,MADERA  ,GW,,,Neither 
CA2000745,TURTLE CREEK WATER SYSTEM,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000749,BUCK RIDGE HENSLEY LAKE,NC,D1,T2,MADERA  ,SW,n/a,n/a,Neither 
CA2000757,MD 63 MEADOW SPRINGS RANCH,C,D1,T1,MADERA  ,GW,,,Neither 
CA2000760,DIXIELAND ELEMENTARY SCHOOL,NTNC,D1,TD,MADERA  ,GW,,,Neither 
CA2000770,POMONA RANCH HOUSING CENTER,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000775,OAK CREEK MOBILE HOME PARK,C,D1,T1,MADERA  ,GW,,,Neither 
CA2000780,MADERA MUNICIPAL GOLF COURSE,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000790,UNITED PARK INC,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000794,B K LIGHTING INC,NTNC,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000800,MARQUEZ RENTAL,C,D1,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000806,BUCKHORN BAR AND  RESTAURANT,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000807,CALIFORNIA VIPASSANA CENTER,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000808,CHOWCHILLA REC AREA EASTMAN LAKE,NC,NR,TD,MADERA  ,GW,,,Neither 
CA2000810,CODORNIZ REC AREA  EASTMAN LK,NC,NR,TD,MADERA  ,GW,,,Neither 
CA2000811,SC CORNER (WATER ONLY),NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
CA2000815,HITCHING POST SALOON,NC,NR,There are no treatment plants,MADERA  ,GW,,,Neither 
